Comune,Cratere Centro Italia 2016,media_prima,media_dopo,varPhones,Variaz
Magliano di Tenna,0.0,2566.8615117624377,2767.682075045208,0.07823583873244666,2.6022173897955385
Maiolati Spontini,0.0,7452.777497107598,8051.193037974684,0.080294298481248,0.4722495997002369
Maltignano,1.0,2154.9329251831855,2413.4358838155513,0.11995870294217677,7.407561842902368
Manoppello,0.0,6241.170960277671,7606.09495931284,0.21869678105636176,7.392642468223536
Manziana,0.0,2.6048303123794834,2.8181962025316456,0.08191162746307834,-4.217608308064859
Marcetelli,0.0,64.31867527959892,54.28670886075949,-0.15597283954045374,-27.596694684816896
Marciano della Chiana,0.0,79.39281720015427,84.91034132007233,0.06949651510675128,-1.3394324754184952
Mare,0.0,42928.98684920941,49499.4621835443,0.1530545166932095,3.316894178383146
Marsciano,0.0,20492.62893366757,21721.135544755878,0.05994870717001964,1.1667272981912569
Marta,0.0,1753.9148476667954,2094.340280289331,0.19409461814830872,13.176673467381118
Martinsicuro,0.0,22695.0618010027,24129.452610759494,0.06320277170134964,12.013856723586049
Massa Fermana,1.0,974.995237177015,1140.4204339963833,0.16966769735033538,4.765276707757471
Massa Martana,0.0,5864.306546471269,6343.866964285714,0.08177615102727039,-0.724894460809617
Massa d'Albe,0.0,179.14059969147706,195.96201401446655,0.09390062527400254,-3.003734936730957
Massignano,0.0,1983.1006652526032,1846.683227848101,-0.06878997107649377,-4.847060593084415
Matelica,1.0,10708.625703817972,14013.79055153707,0.30864509967331283,17.614066691093562
Mazzano Romano,0.0,3531.9969244118784,3762.4408453887886,0.06524465505169771,0.0022429233591407
Mercatello sul Metauro,0.0,1948.065725028924,2527.7887432188068,0.29758904473373216,9.590764171774689
Mergo,0.0,1194.4909274971076,1241.6605673598553,0.03948932451214619,-0.7170688193159822
Micigliano,1.0,1044.0996529116853,1148.9334425858951,0.10040592330613209,12.944132157650396
Miglianico,0.0,4594.96013305052,5655.609256329114,0.23082879776248372,10.271196007652716
Mogliano,1.0,4789.193877747783,4960.733646021699,0.03581808810684165,4.097213952765532
Molina Aterno,0.0,114.31399922869264,121.5967337251356,0.06370815950436116,-1.5621997043367375
Mompeo,0.0,403.9294735827227,514.7012319168174,0.27423539399486074,19.137799646598573
Mondavio,0.0,5186.097126880061,5586.092902350813,0.07712847748213851,4.103685333654319
Mondolfo,0.0,12628.986357500964,13615.64148960217,0.0781262331093726,0.2464630635451874
Monsampietro Morico,1.0,947.8305630543771,873.0254294755877,-0.07892247464328479,-2.8380438037753803
Monsampolo del Tronto,0.0,3229.764394523718,4175.596518987341,0.292848644336827,18.31632249852837
Monsano,0.0,4178.217084458157,5003.411799276673,0.19749924384925296,1.4250640811389803
Montalto delle Marche,1.0,2008.6216158889315,1929.6187499999999,-0.03933188076041305,-5.55617044421695
Montappone,1.0,1096.6718665638257,1409.7768648282097,0.28550472371050056,11.008745474905544
Montasola,0.0,670.3644234477439,849.7407775768536,0.2675803605545789,1.2619914704186488
Monte Castello di Vibio,0.0,1610.9349112996529,1681.7903028933092,0.04398401890520356,-1.031568564764843
Monte Cavallo,1.0,1064.2521982259932,889.9365732368897,-0.1637916513394767,-16.938637946403095
Monte Giberto,0.0,1579.4859332819128,2248.230006781194,0.42339349747150995,55.27734200138882
Monte Porzio,0.0,4159.388256845353,4750.996315551537,0.14223439173598176,2.5724324672567107
Monte Rinaldo,1.0,503.12873119938297,461.39630424954794,-0.08294582352781012,-9.459431690722203
Monte Roberto,0.0,4063.0890185113767,4245.7458295660035,0.04495515855607518,-3.9617322939135806
Monte Romano,0.0,2333.4685692248363,2476.8344484629292,0.0614389587795983,11.555851298693424
Monte San Giovanni in Sabina,0.0,1289.9133050520634,1210.0299954792044,-0.0619292081568495,-8.053258983148904
Monte San Giusto,0.0,5693.5,7554.411991410488,0.32684850995178494,17.335639818458063
Monte San Martino,1.0,1245.8052448900887,1110.4979430379747,-0.10861031642554335,-20.199847948350072
Monte San Pietrangeli,0.0,4721.914953721558,5183.439534358047,0.09774097694680851,1.8302600301883096
Monte San Vito,0.0,7168.919832240648,8169.777667269439,0.13961068870203452,8.632399489030709
Monte Santa Maria Tiberina,0.0,4344.96552256074,4401.686900994576,0.013054505988440232,-4.685979442590181
Monte Urano,0.0,6304.372204010799,7366.031792495479,0.16840052492605997,14.389027851029812
Monte Vidon Combatte,0.0,1113.3956228306981,988.6676989150092,-0.11202480174888829,-6.969746539505368
Monte Vidon Corrado,1.0,818.6958927882762,826.7538539783002,0.00984243509831297,-5.04364307964247
Montebello di Bertona,0.0,1154.719321249518,1087.0285714285715,-0.058620955391738554,-5.780439125257128
Montebuono,0.0,1231.150645969919,1363.4494122965643,0.1074594459741508,0.482839184543835
Montecarotto,0.0,2384.4935210181256,2649.881860307414,0.11129757197913191,-6.59209885539829
Montecassiano,0.0,10597.515349016583,11670.99825949367,0.1012957165074267,-1.5803294810231232
Montecastrilli,0.0,6891.7948900886995,7796.263596292947,0.13123848295383714,5.418586861225777
Montecchio,0.0,2232.056932124952,2120.2715641952987,-0.050081772700677395,-5.006872638124299
Montecosaro,0.0,5313.758310836869,6495.550327757685,0.22240229001583905,11.768472378516314
Montedinove,1.0,816.4043289625915,781.4796903254972,-0.04277860540190077,-9.135337310155055
Montefalco,0.0,7085.541043193213,6612.19628164557,-0.06680432145719714,-10.59376577415572
Montefalcone Appennino,1.0,1277.2622927111454,1141.8191907775768,-0.10604172902190206,-15.674535079840982
Montefano,0.0,5479.8129193983805,5750.862307866185,0.049463255854647406,-1.808352497962592
Montefelcino,0.0,2144.37448900887,2768.9354769439424,0.29125555780312623,13.52387738700562
Montefiascone,0.0,7686.374431160817,8971.95213607595,0.1672541087386217,8.518249300341195
Montefino,0.0,1061.3315271885847,1099.0138223327306,0.0355047354938795,9.742077473732856
Montefiore dell'Aso,0.0,3391.1928557655224,3529.3808544303797,0.04074908285735433,2.2361844284918355
Montefortino,1.0,2962.515050134979,2928.1560691681734,-0.011597909338972,-8.091735913963358
Montefranco,1.0,877.9277477824913,1019.2819733273056,0.1610089507956128,9.880046356095493
Montegabbione,0.0,1105.8117431546473,1250.2024638336347,0.13057441429141567,11.96743809426672
Montegallo,1.0,1600.8906864635558,1315.5873078661843,-0.1782154028440382,-11.393378914916047
Montegiorgio,1.0,9006.363642499036,9225.372931735987,0.024317171494552356,0.0584045227703779
Montegranaro,0.0,9475.17625337447,11885.947852622061,0.2544302643857442,8.160809953736752
Monteleone Sabino,0.0,721.1879001156962,605.5239602169981,-0.16037975662118387,-17.28224740339229
Monteleone d'Orvieto,0.0,1322.7689838025453,1420.6041591320072,0.07396240502118252,8.08112352215103
Monteleone di Fermo,1.0,674.6035190898573,639.9450271247739,-0.051376091265937895,-3.916126049628645
Monteleone di Spoleto,1.0,1825.4199286540686,1525.3640370705243,-0.16437636451399082,-8.298845043291205
Montelibretti,0.0,470.2160431932125,531.0943603074141,0.12946882182236955,7.976222050934378
Montelparo,1.0,1216.966862707289,1106.494055153707,-0.09077716981366443,-9.727952247972167
Montelupone,0.0,5519.308494022368,6463.466331374322,0.17106451621149912,11.121254058162666
Montemaggiore al Metauro,0.0,3038.976542614732,3339.9904611211573,0.09905108324641208,0.3794232110946627
Montemarciano,0.0,16171.121182028539,16741.042744122966,0.03524316933125195,2.933591261537054
Montemonaco,1.0,2294.870613189356,2392.929859855334,0.042729749599999374,0.7976864589191967
Montenero Sabino,0.0,582.7285865792519,610.2551650090417,0.04723739158117672,-7.589495677483693
Monteprandone,0.0,10631.659419591208,11827.341286166366,0.1124642748028447,2.6622217845274694
Montepulciano,0.0,10895.426060547628,11228.500632911391,0.030570128282530126,0.4799477611303638
Monterchi,0.0,3099.4190898573083,3288.1574254068714,0.0608947451369838,6.919851984262952
Montereale,1.0,2157.577670651755,2040.6607933996384,-0.05418895404900936,16.1239385573349
Monterosi,0.0,1195.9341110682606,2072.0062160940324,0.7325421165913781,58.265121900940976
Monterubbiano,0.0,3627.5079059005016,3750.1822445750454,0.03381780050017309,-2.847296512740625
Montesilvano,0.0,50002.55134014655,59531.365348101266,0.19056655615698806,7.919467536265764
Montone,0.0,3067.958243347474,2708.153401898734,-0.1172782720328533,-15.424304252488156
Montopoli di Sabina,0.0,5425.960827227151,6029.214975135624,0.11117923020774115,3.5264888544332607
Montorio Romano,0.0,22.976253374469728,17.452554249547923,-0.24040904471655564,-17.9765170556896
Montorio al Vomano,1.0,5336.352998457385,6904.843942133816,0.2939256350038772,9.362684889698269
Montottone,0.0,1909.5713362900115,1844.5976039783002,-0.03402529723657496,4.871986871034278
Moresco,0.0,535.5980620902429,595.7683996383363,0.11234233617887,4.126309112253343
Morlupo,0.0,687.4643270343232,756.8473440325497,0.10092598884009057,11.625647471359702
Morro Reatino,0.0,626.1580215966062,809.3399525316456,0.29254904451747465,16.668840167994944
Morro d'Alba,0.0,2519.2452853837253,2438.3778254972876,-0.03209987544905544,-2.7276005372148497
Morro d'Oro,0.0,3960.8115599691478,4310.5889579566,0.08830952765401869,3.97498706697098
Morrovalle,0.0,9512.76273621288,11315.885736889693,0.1895477739408702,5.762006627631681
Mosciano Sant'Angelo,0.0,6595.274527574239,8582.280854430379,0.3012772733793943,49.45708869715711
Moscufo,0.0,4322.176648669495,4884.061539330923,0.13000044568617847,6.028563676489682
Muccia,1.0,2048.430563054377,1563.146914556962,-0.23690510054381228,-24.11669150252401
Narni,0.0,26975.949286540686,28895.783171338157,0.07116835312836785,1.1398040712192008
Navelli,0.0,962.0384882375625,1038.3936821880652,0.07936812807810219,10.966239612345063
Nazzano,0.0,2459.33350366371,2637.2012997287525,0.07232357701794812,8.211231130902418
Nepi,0.0,12558.053933667567,15871.83285488246,0.26387678685873484,23.66367613476115
Nereto,0.0,1805.062765136907,2612.5798711573234,0.44736234197328273,27.07267893009721
Nerola,0.0,2629.644311608176,1969.8458747739603,-0.25090786382083424,-23.55630805278592
Nespolo,0.0,92.08321442344774,79.65030515370705,-0.13501819357182235,-8.798812111715643
Nocciano,0.0,822.6209409949865,1021.6194507233273,0.24190790655978883,17.018213025121884
Nocera Umbra,0.0,10970.152950250675,11372.90214737794,0.036713179748151255,-5.768514769004256
None,0.0,4609.285518704203,6152.319744575046,0.33476646643157654,36.29479356753916
Norcia,1.0,10536.836550327806,8670.745727848102,-0.17710161997546114,-18.773250723583
Notaresco,0.0,4652.746210952565,5382.490280289331,0.15684158048830357,11.517937211800394
Numana,0.0,13744.48693598149,12071.939613471972,-0.12168859632955673,-2.030946189620749
Ocre,0.0,2748.566158889317,3133.499016726944,0.14004860555846188,8.57257848917042
Ofena,0.0,1041.6922772849982,1084.103910488246,0.04071416686872894,2.5549798237228223
Offagna,0.0,2160.34098534516,2353.465076853526,0.08939518937910196,6.348539874899339
Offida,1.0,6840.015349016583,7873.483826853527,0.1510915436740255,8.511029889949885
Onano,0.0,32.893096799074435,35.21077079566004,0.07046080248214331,-1.3812483888830471
Orciano di Pesaro,0.0,2388.420786733513,2769.8971858047016,0.15971909187447195,3.014020245781561
Oriolo Romano,0.0,1867.0951793289626,2155.598123869801,0.1545196772692257,14.541722572128526
Orsogna,0.0,2265.771442344774,2929.228820072333,0.29281743309509095,16.29879661184865
Orte,0.0,11178.386984188199,12684.713584990957,0.13475348482150903,8.990236539827327
Ortezzano,1.0,977.2669784033938,856.1087251356239,-0.12397661636507118,-12.536628428105564
Ortona,0.0,18256.60269957578,23601.801333634718,0.2927816703916739,19.162921346482666
Orvieto,0.0,22979.371943694565,24712.647287522603,0.07542744632338139,3.0421677178073274
Orvinio,0.0,9.222570381797146,7.146564195298373,-0.22510060650729724,-27.0774818449898
Osimo,0.0,30063.61291939838,35040.980255424955,0.1655611835267795,6.846679827783681
Ostra,0.0,9922.447647512534,10913.426582278482,0.09987242764786744,1.1667931179055422
Ostra Vetere,0.0,5867.825732741998,5991.144269891501,0.02101605309465741,-4.139282760321696
Otricoli,0.0,2103.1427111453913,3420.209335443038,0.6262374004949763,53.15073934967383
Ovindoli,0.0,315.1700539915156,271.95735759493675,-0.1371091442518271,6.96849434510579
Paciano,0.0,2024.7468183571152,1950.7153481012656,-0.036563322181643904,-8.769991990807299
Paganico Sabino,0.0,227.18374469726183,223.9692246835443,-0.0141494278915118,4.046029018689063
Palmiano,1.0,643.2716930196683,561.1695298372514,-0.1276321717142722,-10.842439625413506
Panicale,0.0,5650.835470497494,6161.612929475588,0.09038972407616859,7.78094255875165
Parrano,0.0,574.3365696104898,737.4731351717902,0.28404349329860396,29.35227446516244
Passignano sul Trasimeno,0.0,7679.348428461242,7904.857120253164,0.02936560228939998,5.298254670486673
Pedaso,0.0,3140.28122830698,3687.7852283001807,0.1743487159869361,13.000607223785272
Peglio,0.0,1222.5835711531047,1352.2445411392405,0.10605489313408932,0.1414511086418247
Penna San Giovanni,1.0,2115.518839182414,1930.4099118444844,-0.08750048636270653,-12.239152045435738
Penna Sant'Andrea,0.0,1228.059130350945,1609.68071880651,0.31075180259969093,16.047264086559355
Penna in Teverina,0.0,678.2636232163517,759.7876017179024,0.12019512135261051,4.715667327300756
Pennabilli,0.0,330.37286926340147,310.8251582278481,-0.05916863294233851,-6.2619233836308
Pennapiedimonte,0.0,974.6615117624373,1015.814308318264,0.04222265479777893,-5.4334664958234296
Penne,0.0,9102.147869263401,9647.65944846293,0.05993218161634574,-3.90124269179999
Pergola,0.0,8629.09739683764,9055.80559448463,0.049449922514881735,-2.193329448009631
Perugia,0.0,169731.94682799844,189346.5298033454,0.11556211627751968,4.169640558108376
Pescara,0.0,113025.4929907443,130124.75028254974,0.15128673044766724,3.34638090710511
Pescorocchiano,0.0,2229.7823949093713,1412.6015709764918,-0.3664845618112854,-32.437515877826264
Pescosansonesco,0.0,750.3405707674509,768.5044529837252,0.024207517124785322,-2.1348761178804536
Petrella Salto,0.0,2588.109535287312,2442.985002260398,-0.05607356684414973,-11.023437952189372
Petriano,0.0,98.35843617431546,89.88356690777577,-0.08616311519552956,-6.001546129857451
Petriolo,1.0,2215.21310258388,2573.406170886076,0.16169688951568167,5.211678464262437
Petritoli,0.0,2803.972811415349,3485.2494575045207,0.24296834952022472,18.192034468702666
Piagge,0.0,1440.347686077902,1731.657538426763,0.20224967566137048,-1.2390485012484125
Piandimeleto,0.0,3236.3773042807557,3172.8122400542493,-0.019640807684082096,-0.1240993752208654
Pianella,0.0,7133.119494793676,8533.46436482821,0.196315913543383,10.313728694401751
Piansano,0.0,425.7821827998457,474.97452531645564,0.1155340559182923,6.711490229051739
Picciano,0.0,1093.1724739683764,1322.6803345388787,0.20994661504543297,7.665675334314
Piegaro,0.0,5986.432346702661,6394.528209764919,0.06817012862210631,-1.0038184591946409
Pietracamela,0.0,910.0148573081373,1026.3803232368896,0.12787205065306992,1.9640382912023229
Pietralunga,0.0,3671.741236020054,3558.143523960217,-0.03093837630643338,-0.6590251454563906
Pietranico,0.0,576.4344003085229,620.9725022603978,0.07726482307099822,3.21127538251192
Pieve Santo Stefano,0.0,9181.537254145778,10271.41993670886,0.1187037260096029,4.435932933982685
Pieve Torina,1.0,2403.0180967990746,1846.8290235081374,-0.23145438398146287,-24.690621291224144
Pievebovigliana,1.0,1455.826706517547,1055.1638449367088,-0.2752132927546409,-27.731541054904586
Pineto,0.0,19890.026002699575,20900.613743218808,0.05080876919829422,4.559884490371447
Piobbico,0.0,3974.521259159275,4294.319077757686,0.08046197208316282,2.940345960533412
Pioraco,1.0,1575.6511955264173,1627.5213607594937,0.032919827294483735,0.3019959130844545
Pizzoli,0.0,3861.6794639413806,4282.367325949367,0.10893909397094705,2.10648205221677
Poggio Bustone,1.0,1405.6371577323564,1505.27220840868,0.07088248210303415,-4.53828311229647
Poggio Catino,0.0,1413.9609814886232,1603.6040235081375,0.1341218353987798,4.936149502284739
Poggio Mirteto,0.0,5238.527863478596,5495.008284358047,0.0489604002428913,5.23946330466335
Poggio Moiano,0.0,1560.2577516390281,1321.706928119349,-0.15289193293164863,-17.19917082887731
Poggio Nativo,0.0,1177.154753181643,1453.0780402350813,0.23439848185437476,18.82077147447196
Poggio Picenze,0.0,945.4585807944467,1040.4046451175407,0.10042329325872006,2.899869385989864
Poggio San Lorenzo,0.0,381.2885075202468,364.01911166365284,-0.04529220135405458,-4.025426248640298
Poggio San Marcello,0.0,1622.3924411878131,1313.557323688969,-0.19035783800418504,-5.168379052576601
Poggio San Vicino,1.0,935.9916891631316,957.3667269439422,0.02283678159570203,-11.775732224781308
Poggiodomo,1.0,1477.2534323177786,1251.3113245931283,-0.15294742444439743,-21.529399080285224
Poggiofiorito,0.0,1533.0142306209025,1791.3266839963833,0.1684997100586985,4.064891427217941
Polino,1.0,1008.9621095256459,1135.5379746835442,0.12545155458554014,-2.5833763755568286
Pollenza,1.0,7689.611405707675,8754.459256329113,0.13847875977595525,20.693336548547485
Polverigi,0.0,4686.353596220594,5856.342755424955,0.24965874537250501,16.985821049572856
Ponzano Romano,0.0,2767.2386232163517,2902.4934561482823,0.04887718456846502,6.830833719904879
Ponzano di Fermo,0.0,1966.7854994215195,2104.9327079566006,0.0702400991748788,4.080986826210873
Popoli,0.0,5302.338970304666,6054.579452983725,0.14186955735797405,10.612613388159328
Porano,0.0,905.0629001156962,1129.044202079566,0.2474759510474221,11.41137875709749
Porto Recanati,0.0,21242.37059390667,20431.365901898735,-0.0381786339910938,-2.7106425612614062
Porto San Giorgio,0.0,20248.74243154647,22312.880119801088,0.10193905598002966,7.19329724072767
Porto Sant'Elpidio,0.0,22501.581199382952,26484.262466094035,0.1769956178377499,7.427454633304436
Posta,1.0,1726.65748168145,1549.2404498191681,-0.10275172334093151,13.558457032060009
Potenza Picena,0.0,21801.26009448515,24433.252452531644,0.12072661610565721,4.007247916365335
Pozzaglia Sabina,0.0,358.47317778634783,364.55282549728753,0.01695983992019398,-6.630669303625707
Prata d'Ansidonia,0.0,473.4522078673351,491.9636867088608,0.03909893867621952,4.143493412296808
Preci,1.0,2246.6556594677977,1772.1751017179024,-0.21119416130832142,-9.2695801166009
Pretoro,0.0,2012.5346317007327,2451.598847197107,0.2181648000389112,5.781300364261447
Proceno,0.0,197.83528731199385,261.116263562387,0.3198669818220884,10.765789532098294
Radicofani,0.0,80.26039336675666,53.136957504520794,-0.33794297192505685,-20.25077115897061
Rapagnano,0.0,2868.9067971461627,3151.081193490054,0.0983560695051451,10.877873215255187
Rapino,0.0,2026.729145777092,2481.9306849005425,0.2245990985386043,7.20067459802454
Recanati,0.0,25815.209679907442,29127.696462477397,0.12831531580191416,3.996737584956446
Rieti,1.0,34042.53337832626,37703.069349005425,0.10752830672142939,9.931551058316384
Rignano Flaminio,0.0,6518.5275163902825,8633.862816455696,0.3245112174101563,27.79195980412508
Ripa Teatina,0.0,4903.475019282684,5150.173609855335,0.05031097121990425,1.7929744741529423
Ripatransone,0.0,8975.225944851523,9544.992857142857,0.0634821803698625,1.316673826918269
Ripe San Ginesio,1.0,1015.6008484381026,1122.097140596745,0.10486038124369781,6.631758548168731
Rivodutri,1.0,1931.7003278056306,2047.0321315551537,0.05970481139822419,-7.371933517430857
Rocca Santa Maria,1.0,932.0274681835712,952.3604430379746,0.021815853661513222,-2.5592959905767696
Rocca Sinibalda,0.0,1207.2514269186272,1273.96875,0.05526381795353204,5.143736289169159
Rocca di Cambio,0.0,586.8128133436174,668.8492879746835,0.13980007383211032,15.678127464645142
Rocca di Mezzo,0.0,3963.4054859236408,3933.5931509945754,-0.0075218987900547525,5.48191980982286
Roccacasale,0.0,3.7340339375241034,3.7364715189873423,0.0006528011003711395,-2.155367717369385
Roccafluvione,1.0,2582.411858850752,2474.948598553345,-0.04161352494145968,-9.090373490460117
Roccamontepiano,0.0,1778.1136907057462,2080.5254972875227,0.1700745054506313,5.284455450640229
Roccamorice,0.0,833.5109429232549,821.1885284810127,-0.01478374644851761,-3.6878960167972377
Roccantica,0.0,1123.4377265715386,1295.18178119349,0.15287367564740134,3.891391117504541
Ronciglione,0.0,5846.462871191669,5894.793648282098,0.008266669635169909,-8.676667422434306
Rosciano,0.0,3276.0534226764366,3674.9873191681736,0.12177270789614292,12.983289762485724
Roseto degli Abruzzi,0.0,24261.08341689163,29645.481509945752,0.22193559951676634,18.420187345827564
Rosora,0.0,1422.7723775549557,2035.0351152802893,0.43033077348430915,9.728291634038424
Rotella,1.0,1685.6062186656382,2297.476288426763,0.36299704105594377,26.17215311464388
Salisano,0.0,863.9730428075588,1074.2935917721518,0.2434341565578681,0.7468178105527449
Salle,0.0,654.6123119938296,737.8103639240505,0.12709515297201612,0.543780210752301
Saltara,0.0,7819.772608947165,8566.811324593127,0.09553202541864467,-1.151130508870038
San Benedetto del Tronto,0.0,61118.1543289626,66585.31837703436,0.08945237479923356,4.719468977525714
San Benedetto in Perillis,0.0,714.3160913999229,670.117778028933,-0.061875007301557046,-11.893993002298227
San Casciano dei Bagni,0.0,3251.5666891631317,3232.133069620253,-0.005976694129524486,-0.972519781698174
San Costanzo,0.0,5063.78350366371,5689.655255424955,0.12359765209322614,-0.6222059030793665
San Demetrio ne' Vestini,0.0,1060.165609332819,1209.4548146473778,0.14081687238327711,-0.1482895906123399
San Gemini,0.0,4870.458985730814,5276.536742766727,0.08337566505038152,4.947332962166718
San Ginesio,1.0,5760.288497878904,5581.6502034358045,-0.031012039502687976,-3.630183356593618
San Giorgio di Pesaro,0.0,1884.421635171616,2134.4818264014466,0.13269864162170772,-2.907574795634346
San Giovanni Teatino,0.0,16771.324344388737,19167.374287974682,0.1428658759668913,7.688446873062625
San Giustino,0.0,18021.69121673737,21548.624287974682,0.19570488856016616,19.143609442502814
San Lorenzo Nuovo,0.0,2478.9646355572695,3019.9758702531644,0.21824080381617705,14.243857880787134
San Lorenzo in Campo,0.0,5050.920015426147,5313.016919077758,0.05189092340625743,2.2495551111085184
San Marcello,0.0,4816.478249132279,4486.538788426764,-0.06850222167305672,-5.715833784690497
San Martino sulla Marrucina,0.0,970.8714712688006,1053.918309222423,0.0855384470666247,7.348088065519281
San Paolo di Jesi,0.0,1434.0215483995373,1398.4689195298372,-0.02479225567382806,-9.629491073063337
San Pio delle Camere,0.0,445.69109139992287,459.71117766726945,0.03145695872742098,12.772244682876265
San Severino Marche,1.0,24037.324209409948,26223.35014692586,0.09094298177582272,1.9383169407893135
San Valentino in Abruzzo Citeriore,0.0,726.9676340146548,808.459109403255,0.11209780405018335,4.94186091921567
San Venanzo,0.0,4947.343935595834,5267.687793851718,0.06475067479158453,-1.3862849462494398
San Vito Chietino,0.0,121.04963362900116,169.72744122965642,0.40213097835426237,13.983003874485783
Sansepolcro,0.0,24625.16626494408,27678.9678119349,0.12401140825344008,4.90987655530384
Sant'Anatolia di Narco,1.0,1488.080524489009,1430.011369801085,-0.03902285779048428,-11.043390458847789
Sant'Angelo in Pontano,1.0,2754.208879676051,2328.5631781193492,-0.15454372567659644,-19.80145766550968
Sant'Angelo in Vado,0.0,5066.844870806016,5447.619303797468,0.07515020544350708,0.4878219298144699
Sant'Egidio alla Vibrata,0.0,6015.521895487852,8213.67857142857,0.3654141260111648,27.27740200854837
Sant'Elpidio a Mare,0.0,17474.825202468182,20250.065506329112,0.1588136231239068,9.866732674692171
Sant'Eusanio Forconese,0.0,412.41846317007327,487.37166591320073,0.18174065769751496,7.985859740927034
Sant'Eusanio del Sangro,0.0,1340.8859236405708,1571.0104204339964,0.1716212339440676,3.8845490324817273
Sant'Ippolito,0.0,2781.2086193598147,2752.044914104882,-0.010485982623499002,-6.964943948162499
Sant'Omero,0.0,3886.4813825684532,5145.209064195298,0.32387333367206084,21.95310782591477
Sant'Oreste,0.0,4806.759959506363,5831.873869801085,0.21326505149635083,4.355405146760656
Santa Maria Nuova,0.0,3135.6825395295027,3458.709324141049,0.10301641844777282,2.258414590485213
Santa Vittoria in Matenano,1.0,2119.3122830698035,1897.9358951175407,-0.10445670971698481,-10.47340102178481
Sante Marie,0.0,16.46925376012341,11.253492314647378,-0.31669688994074674,-7.621964562457531
Santo Stefano di Sessanio,0.0,605.6012051677594,633.6231238698011,0.04627123998915966,6.422371836359137
Sarnano,1.0,6055.611164674123,5768.338765822785,-0.04743904306920561,-5.281405009946518
Sarteano,0.0,4862.368887389125,5306.756928119348,0.09139332103797654,6.459683621098959
Sassocorvaro,0.0,1291.8896355572697,1369.169891500904,0.059819549454236995,-8.118573192706217
Sassoferrato,0.0,12378.76774971076,13476.007018535262,0.0886388121184469,1.85503127325629
Scafa,0.0,1783.1495661396068,1779.0528933092223,-0.0022974364619640325,2.071701411519223
Scandriglia,0.0,2335.8737080601622,2191.077565551537,-0.0619880013242975,-8.444251902920811
Scheggia e Pascelupo,0.0,2948.542132664867,3012.6088494575047,0.021728269059779277,1.994068406223929
Scheggino,1.0,1125.4075298881605,1231.1996609403254,0.09400339720730161,-1.8990625134911772
Scoppito,0.0,4316.980890860007,4771.716116636529,0.10533639996862053,4.545643487840136
Secinaro,0.0,362.57144234477437,378.1663765822785,0.04301203133002036,2.781837859970664
Sefro,1.0,918.6781237948322,999.9650655515371,0.08848250508124503,3.556509068472291
Selci,0.0,702.731430775164,817.3890935804702,0.16316000364297137,8.350318981395137
Sellano,1.0,1722.96751831855,3585.499231464738,1.081002220496785,102.1887875216257
Senigallia,0.0,79233.5226860779,80916.6215641953,0.021242257330723806,0.1260307764226072
Serra San Quirico,0.0,5198.632983031238,5750.092845840868,0.10607786020087205,0.2983838476621909
Serra Sant'Abbondio,0.0,1508.463247204011,1520.218670886076,0.007792979844788558,-1.991023875544912
Serra de' Conti,0.0,5227.112745854222,5233.881442133816,0.0012949206586297124,-2.661571387956696
Serramonacesca,0.0,1616.7183860393366,1942.296903254973,0.20138233103988135,6.976133759752207
Serrapetrona,1.0,2473.617123023525,2936.142755424955,0.18698351822374215,5.687774370981312
Serravalle di Chienti,1.0,3848.0828576937906,3815.291331374322,-0.008521522932882232,-0.6986218214860633
Serrungarina,0.0,2755.6503952950247,3105.867111211573,0.127090401784822,2.68422958516608
Servigliano,1.0,2920.359776320864,2624.9495818264013,-0.10115541136052328,-12.517785986355376
Sestino,0.0,3899.9166698804474,3839.334391952984,-0.015534249332901958,-6.176191653790758
Sigillo,0.0,3398.326552256074,3814.310669077757,0.12240851796467893,-0.0985267142633458
Silvi,0.0,21496.333089086,24113.939172694394,0.12176988850890987,8.783924114224781
Sinalunga,0.0,86.27213652140378,84.9882233273056,-0.01488213049852593,-5.3952820012957154
Sirolo,0.0,8184.814529502506,8482.176231916817,0.036330902959677176,7.688562414606606
Smerillo,1.0,617.9152333204781,553.3009380650994,-0.10456821869912837,-24.86634764639972
Soriano nel Cimino,0.0,6500.055331662168,7334.196971066907,0.1283283905817823,8.613466711020882
Spello,0.0,14461.367556883919,14435.96900994575,-0.0017563032568160785,-1.11174812018256
Spinetoli,0.0,4601.162418048592,5582.780221518987,0.21334126342071405,10.290067184897568
Spoleto,1.0,45705.67697647513,47712.57138336347,0.043909083939863716,-6.399982381922481
Spoltore,0.0,17477.507356344006,20992.547129294755,0.2011179112263315,10.907467103737822
Staffolo,0.0,3553.556160817586,3833.404441681736,0.0787516133696798,-0.07478619577147
Stimigliano,0.0,1366.9884593135366,1447.5730334538878,0.0589504421864823,1.0442078604886813
Stroncone,0.0,7195.930244890089,8217.23951175407,0.14192873361845376,6.826027708339427
Subbiano,0.0,14947.184506363285,17510.045479204342,0.1714611184300295,6.999149725281637
Sutri,0.0,7885.993125723101,8751.153254972874,0.10970845592392565,2.368577866374427
Tarano,0.0,1797.0460663324336,1843.0719371609403,0.02561195936531566,-3.5368632834564844
Tarquinia,0.0,947.7604319321249,872.9605334538878,-0.07892279099028052,0.7669360158016402
Teramo,1.0,34806.62054569996,42638.84905063291,0.2250212282071306,7.118967995373063
Terni,0.0,97642.54310644043,114969.97310126582,0.17745779087233224,6.017438935746988
